category,brand,product_rating,customer_reviews_count,rating_rank,review_count_rank,combined_rank
Cleaning & Household,Venyaa,3.9,81,281.5,269.0,550.5
Cleaning & Household,Hygienix,3.8,89,295.0,256.5,551.5
Cleaning & Household,Yardley London,4.0,58,243.0,309.0,552.0
Cleaning & Household,Laplast,3.15,156,366.5,186.0,552.5
Cleaning & Household,Adithya,4.0,55,243.0,312.0,555.0
Cleaning & Household,Catche,3.966666666666667,66,260.0,295.0,555.0
Cleaning & Household,Odopic,4.1,11,182.5,374.0,556.5
Cleaning & Household,Yashoda ,3.7,93,313.0,247.0,560.0
Cleaning & Household,IRICH,3.65,96,323.0,238.0,561.0
Cleaning & Household,Pilot,3.266666666666667,135,358.5,203.0,561.5
Cleaning & Household,Mystique,3.3499999999999996,120,352.0,210.0,562.0
Cleaning & Household,Metro,4.1,8,182.5,380.0,562.5
Cleaning & Household,Cot Mate,4.1,7,182.5,381.5,564.0
Cleaning & Household,SRS,3.55,108,338.5,225.5,564.0
Cleaning & Household,ECO365,2.6666666666666665,160,383.0,183.0,566.0
Cleaning & Household,Bittoo Tealight,4.1,3,182.5,386.5,569.0
Cleaning & Household,Unik Home,4.1,1,182.5,389.5,572.0
Cleaning & Household,Godrej Aer,3.125,122,368.0,207.5,575.5
Cleaning & Household,Gomutra,4.0,42,243.0,332.5,575.5
Cleaning & Household,Germi Chek,4.05,27,224.0,352.0,576.0
Cleaning & Household,Sidhi,3.6,93,332.0,247.0,579.0
Cleaning & Household,Evo bond,4.05,24,224.0,356.0,580.0
Cleaning & Household,R.E Camphor,3.3,109,356.0,224.0,580.0
Cleaning & Household,Montex,3.6,92,332.0,250.0,582.0
Cleaning & Household,Bodysoul,3.0,120,375.5,210.0,585.5
Cleaning & Household,Yellow Spark,4.0,32,243.0,343.5,586.5
Cleaning & Household,Paperkraft,3.1,111,369.5,219.0,588.5
Cleaning & Household,Ok,4.0,31,243.0,346.0,589.0
Cleaning & Household,Khushbu,4.0,29,243.0,349.5,592.5
Cleaning & Household,MVS,2.9,113,379.5,215.0,594.5
Cleaning & Household,Astonish,4.0,27,243.0,352.0,595.0
Cleaning & Household,Smell Fresh,3.7,71,313.0,284.0,597.0
Cleaning & Household,Runaway,3.266666666666667,95,358.5,241.0,599.5
Cleaning & Household,Goodluck,4.0,23,243.0,357.5,600.5
Cleaning & Household,Raho Safe,3.15,99,366.5,235.0,601.5
Cleaning & Household,Renew Air,3.7,67,313.0,291.5,604.5
Cleaning & Household,Homey Home Fresh,4.0,21,243.0,362.0,605.0
Cleaning & Household,Beeta,3.8,57,295.0,310.5,605.5
Cleaning & Household,Post-It,3.5,77,341.0,275.0,616.0
Cleaning & Household,Asthagandha,4.0,9,243.0,378.5,621.5
Cleaning & Household,Klassic,3.2,88,364.0,258.5,622.5
Cleaning & Household,Manju,3.6,67,332.0,291.5,623.5
Cleaning & Household,Sanitt,3.7,54,313.0,314.0,627.0
Cleaning & Household,Indian,3.7,52,313.0,317.5,630.5
Cleaning & Household,Aarna,3.1,86,369.5,261.5,631.0
Cleaning & Household,Morisons ,3.0,89,375.5,256.5,632.0
Cleaning & Household,Unique Arts & Interiors,3.9,19,281.5,364.5,646.0
Cleaning & Household,Ciplaplast,1.0,88,390.0,258.5,648.5
Cleaning & Household,Ifb,2.5,85,385.0,263.5,648.5
Cleaning & Household,Maped ,3.5,59,341.0,307.5,648.5
Cleaning & Household,SKI,3.0,73,375.5,281.5,657.0
Cleaning & Household,Clean Planet,2.5,77,385.0,275.0,660.0
Cleaning & Household,Copy Gold,3.6,46,332.0,329.0,661.0
Cleaning & Household,Parkash Candles,3.6,35,332.0,339.5,671.5
Cleaning & Household,DND,3.8,7,295.0,381.5,676.5
Cleaning & Household,Prestige,3.5,36,341.0,338.0,679.0
Cleaning & Household,Scotch,3.7,18,313.0,366.0,679.0
Cleaning & Household,Amrutha,3.7,10,313.0,376.5,689.5
Cleaning & Household,Orpat,2.5,61,385.0,305.0,690.0
Cleaning & Household,Panasonic,1.0,64,390.0,300.5,690.5
Cleaning & Household,Ego of Paris,3.0,51,375.5,320.0,695.5
Cleaning & Household,JK,3.7,5,313.0,384.0,697.0
Cleaning & Household,Reliance,2.8,52,381.0,317.5,698.5
Cleaning & Household,Feel Fresh,3.7,1,313.0,389.5,702.5
Cleaning & Household,Cleox,1.0,45,390.0,330.5,720.5
Cleaning & Household,Asian,3.6,1,332.0,389.5,721.5
Cleaning & Household,LimeLite,2.0,37,387.5,337.0,724.5
Cleaning & Household,Dr. Vaidya's,2.0,33,387.5,341.5,729.0
Cleaning & Household,Spark,3.3,9,356.0,378.5,734.5
Cleaning & Household,Real,2.9,11,379.5,374.0,753.5
Cleaning & Household,Saafoo,3.0,4,375.5,385.0,760.5
"Eggs, Meat & Fish",Fresho Signature,4.2,1522,4.5,2.0,6.5
"Eggs, Meat & Fish",Meatzza,4.3,1076,3.0,4.0,7.0
"Eggs, Meat & Fish",Golden Prize,4.2,810,4.5,7.0,11.5
"Eggs, Meat & Fish",Bon Appetit,4.5,377,1.0,14.0,15.0
"Eggs, Meat & Fish",Republic of Chicken,4.4,252,2.0,19.0,21.0
"Eggs, Meat & Fish",Fresho,4.0,3328,23.0,1.0,24.0
"Eggs, Meat & Fish",bb Combo,4.05,270,7.5,17.0,24.5
"Eggs, Meat & Fish",La Carne,4.0,1305,23.0,3.0,26.0
"Eggs, Meat & Fish",H.S. Dry Fish,4.0,920,23.0,5.0,28.0
"Eggs, Meat & Fish",Gadre,4.0,852,23.0,6.0,29.0
"Eggs, Meat & Fish",Seastar,4.0,548,23.0,9.0,32.0
"Eggs, Meat & Fish",Big Sams,4.0,439,23.0,11.0,34.0
"Eggs, Meat & Fish",Tannys,4.0,432,23.0,12.0,35.0
"Eggs, Meat & Fish",Abbies,4.05,89,7.5,30.0,37.5
"Eggs, Meat & Fish",Zorabian,4.0,356,23.0,15.0,38.0
"Eggs, Meat & Fish",ITC Master Chef,4.0,278,23.0,16.0,39.0
"Eggs, Meat & Fish",Mpm,4.0,264,23.0,18.0,41.0
"Eggs, Meat & Fish",ALF-FARMS,4.0,251,23.0,20.0,43.0
"Eggs, Meat & Fish",Desi,4.1,42,6.0,38.0,44.0
"Eggs, Meat & Fish",Prasuma,4.0,243,23.0,21.0,44.0
"Eggs, Meat & Fish",Premier,4.0,237,23.0,22.0,45.0
"Eggs, Meat & Fish",Best,4.0,213,23.0,24.0,47.0
"Eggs, Meat & Fish",Blue Flame,4.0,177,23.0,25.0,48.0
"Eggs, Meat & Fish",Indofish,4.0,148,23.0,26.0,49.0
"Eggs, Meat & Fish",Britte ,4.0,147,23.0,27.0,50.0
"Eggs, Meat & Fish",Ifb,2.5,588,42.0,8.0,50.0
"Eggs, Meat & Fish",UPF,4.0,135,23.0,28.0,51.0
"Eggs, Meat & Fish",CP EVERYDAY,4.0,120,23.0,29.0,52.0
"Eggs, Meat & Fish",Tasty Nibbles,3.8499999999999996,391,40.0,13.0,53.0
"Eggs, Meat & Fish",Farm Made,4.0,82,23.0,31.0,54.0
"Eggs, Meat & Fish",Quickee'S,2.3,503,44.0,10.0,54.0
"Eggs, Meat & Fish",Ayur,4.0,78,23.0,32.0,55.0
"Eggs, Meat & Fish",Meisterwurst,4.0,63,23.0,34.0,57.0
"Eggs, Meat & Fish",Happy Hens Farms,4.0,60,23.0,35.0,58.0
"Eggs, Meat & Fish",Ayur Plus,4.0,53,23.0,36.0,59.0
"Eggs, Meat & Fish",Hita Farms,4.0,50,23.0,37.0,60.0
"Eggs, Meat & Fish",Buffet ,3.85,235,39.0,23.0,62.0
"Eggs, Meat & Fish",Pure South,4.0,38,23.0,39.0,62.0
"Eggs, Meat & Fish",Saffa,4.0,34,23.0,40.0,63.0
"Eggs, Meat & Fish",Ayur Egg,4.0,30,23.0,41.0,64.0
"Eggs, Meat & Fish",Just Laid,4.0,23,23.0,42.0,65.0
"Eggs, Meat & Fish",sumeru,3.9,66,38.0,33.0,71.0
"Eggs, Meat & Fish",Yummiez,3.8,1,41.0,44.0,85.0
"Eggs, Meat & Fish",Elicious ,2.45,19,43.0,43.0,86.0
"Foodgrains, Oil & Masala",Earthon,4.3954545454545455,2371,26.0,11.0,37.0
"Foodgrains, Oil & Masala",Everest,4.247222222222223,1964,53.0,15.0,68.0
"Foodgrains, Oil & Masala",Tata Sampann,4.233333333333333,1879,54.5,17.0,71.5
"Foodgrains, Oil & Masala",Phalada Pure & Sure,4.208888888888889,2185,63.0,13.0,76.0
"Foodgrains, Oil & Masala",Marudhar,4.231578947368422,1074,56.0,30.0,86.0
"Foodgrains, Oil & Masala",Sugar free,4.264705882352941,814,48.0,40.0,88.0
"Foodgrains, Oil & Masala",Patanjali,4.252941176470588,799,49.0,41.0,90.0
"Foodgrains, Oil & Masala",ella Spices,5.0,251,5.5,87.0,92.5
"Foodgrains, Oil & Masala",Hakim,4.211764705882352,944,61.0,34.0,95.0
"Foodgrains, Oil & Masala",Sundrop,4.269230769230769,675,46.0,49.0,95.0
"Foodgrains, Oil & Masala",Catch,4.166666666666667,2534,90.5,10.0,100.5
"Foodgrains, Oil & Masala",Annapoorna,4.205882352941177,874,64.0,37.0,101.0
"Foodgrains, Oil & Masala",Grb,4.34,356,29.0,73.0,102.0
"Foodgrains, Oil & Masala",MTR,4.181481481481481,1479,86.0,22.0,108.0
"Foodgrains, Oil & Masala",Turn Organic ,4.152631578947369,2133,96.0,14.0,110.0
"Foodgrains, Oil & Masala",Valley Spice,4.195454545454545,1322,84.0,26.0,110.0
"Foodgrains, Oil & Masala",Smith & Jones,4.4,242,23.0,90.0,113.0
"Foodgrains, Oil & Masala",Keya,4.130120481927711,4590,113.0,2.0,115.0
"Foodgrains, Oil & Masala",JK,4.2,743,74.0,44.5,118.5
"Foodgrains, Oil & Masala",Tata Salt,4.216666666666667,473,59.5,59.0,118.5
"Foodgrains, Oil & Masala",Double Horse,4.158064516129032,1331,94.0,25.0,119.0
"Foodgrains, Oil & Masala",Aashirvaad,4.162962962962963,1210,92.0,28.0,120.0
"Foodgrains, Oil & Masala",Nature Way,4.3,270,38.5,82.0,120.5
"Foodgrains, Oil & Masala",Sakthi,4.211111111111111,447,62.0,61.0,123.0
"Foodgrains, Oil & Masala",Wingreens Farms,4.466666666666667,170,17.0,107.5,124.5
"Foodgrains, Oil & Masala",Mdh,4.134146341463414,1923,109.0,16.0,125.0
"Foodgrains, Oil & Masala",HappyChef,4.2,522,74.0,55.0,129.0
"Foodgrains, Oil & Masala",Cambay Tiger,5.0,139,5.5,125.0,130.5
"Foodgrains, Oil & Masala",Sunshine Farm,4.5,159,14.5,116.0,130.5
"Foodgrains, Oil & Masala",Aachi,4.143478260869565,1267,107.0,27.0,134.0
"Foodgrains, Oil & Masala",Graminway,4.2,429,74.0,62.0,136.0
"Foodgrains, Oil & Masala",Samvuddhi & Co,4.45,146,18.5,119.0,137.5
"Foodgrains, Oil & Masala",Manna ,4.157142857142857,754,95.0,43.0,138.0
"Foodgrains, Oil & Masala",Saffola,4.183333333333334,584,85.0,53.0,138.0
"Foodgrains, Oil & Masala",Nirapara,4.131818181818182,1110,112.0,29.0,141.0
"Foodgrains, Oil & Masala",Emami,4.3,182,38.5,103.0,141.5
"Foodgrains, Oil & Masala",Klf ,4.18,545,87.5,54.0,141.5
"Foodgrains, Oil & Masala",Pavizham,4.4,144,23.0,120.0,143.0
"Foodgrains, Oil & Masala",Eastern,4.075,3054,140.5,5.0,145.5
"Foodgrains, Oil & Masala",Nourish You,4.35,152,27.5,118.0,145.5
"Foodgrains, Oil & Masala",Rooted Peepul,5.0,115,5.5,141.5,147.0
"Foodgrains, Oil & Masala",Snapin,4.1173913043478265,973,115.0,33.0,148.0
"Foodgrains, Oil & Masala",24 Mantra,4.055,3999,146.0,4.0,150.0
"Foodgrains, Oil & Masala",Draft,4.4,129,23.0,130.5,153.5
"Foodgrains, Oil & Masala",Aashirvaad Svasti,4.45,122,18.5,137.0,155.5
"Foodgrains, Oil & Masala",Amul,4.171428571428572,401,89.0,68.0,157.0
"Foodgrains, Oil & Masala",Fortune ,4.1466666666666665,599,106.0,52.0,158.0
"Foodgrains, Oil & Masala",Oleev,4.1625,422,93.0,65.0,158.0
"Foodgrains, Oil & Masala",MAGGI ,4.300000000000001,132,30.5,128.0,158.5
"Foodgrains, Oil & Masala",Kohinoor,4.053488372093023,2284,147.0,12.0,159.0
"Foodgrains, Oil & Masala",The Spice Club,4.2,244,74.0,89.0,163.0
"Foodgrains, Oil & Masala",bb Royal,4.024,26687,162.0,1.0,163.0
"Foodgrains, Oil & Masala",AMADO,5.0,83,5.5,158.0,163.5
"Foodgrains, Oil & Masala",Natureland Organics,4.064285714285714,1504,144.0,21.0,165.0
"Foodgrains, Oil & Masala",Nutrela,4.216666666666667,170,59.5,107.5,167.0
"Foodgrains, Oil & Masala",Organic Tattva,4.007446808510638,4582,168.0,3.0,171.0
"Foodgrains, Oil & Masala",Super Saver,4.053333333333333,1390,148.0,23.0,171.0
"Foodgrains, Oil & Masala",Chekko,4.220000000000001,162,57.5,115.0,172.5
"Foodgrains, Oil & Masala",Praakritik,4.073684210526316,982,142.0,32.0,174.0
"Foodgrains, Oil & Masala",Ssp,4.3,124,38.5,135.5,174.0
"Foodgrains, Oil & Masala",PRISTINE,4.036111111111111,1870,157.0,18.0,175.0
"Foodgrains, Oil & Masala",bb Popular,4.005172413793103,2826,169.0,6.0,175.0
"Foodgrains, Oil & Masala",Ching'S Secret,4.1499999999999995,357,104.0,72.0,176.0
"Foodgrains, Oil & Masala",Safe Harvest,4.010714285714285,2679,167.0,9.0,176.0
"Foodgrains, Oil & Masala",bb Combo,4.05,1337,152.0,24.0,176.0
"Foodgrains, Oil & Masala",Mothers Recipe,4.2,181,74.0,104.0,178.0
"Foodgrains, Oil & Masala",Dabur,4.233333333333333,139,54.5,125.0,179.5
"Foodgrains, Oil & Masala",Nirmal,4.220000000000001,141,57.5,122.5,180.0
"Foodgrains, Oil & Masala",Trust,4.18,234,87.5,93.0,180.5
"Foodgrains, Oil & Masala",Engine,4.35,93,27.5,153.5,181.0
"Foodgrains, Oil & Masala",Mother's Recipe,4.090909090909091,743,137.0,44.5,181.5
"Foodgrains, Oil & Masala",Jharna,4.4,81,23.0,160.5,183.5
"Foodgrains, Oil & Masala",Rro,4.25,126,51.0,132.5,183.5
"Foodgrains, Oil & Masala",Pro Nature,4.0162162162162165,1842,165.0,19.0,184.0
"Foodgrains, Oil & Masala",Satyendra,4.9,68,11.0,173.0,184.0
"Foodgrains, Oil & Masala",BORGES,4.416666666666667,76,20.0,165.5,185.5
"Foodgrains, Oil & Masala",Himalayan Natives,3.9770491803278687,2816,179.0,7.0,186.0
"Foodgrains, Oil & Masala",Orika,4.015384615384615,1545,166.0,20.0,186.0
"Foodgrains, Oil & Masala",VVV  ,4.3,98,38.5,148.0,186.5
"Foodgrains, Oil & Masala",Daawat ,4.078571428571428,698,139.0,48.0,187.0
"Foodgrains, Oil & Masala",Maxcare,4.3,97,38.5,149.0,187.5
"Foodgrains, Oil & Masala",Indira's,4.1499999999999995,259,104.0,85.5,189.5
"Foodgrains, Oil & Masala",Nectar Valley,4.25,118,51.0,139.0,190.0
"Foodgrains, Oil & Masala",Unity,4.3,94,38.5,152.0,190.5
"Foodgrains, Oil & Masala",India Gate,4.1,423,127.0,64.0,191.0
"Foodgrains, Oil & Masala",Jivika Naturals,4.266666666666667,108,47.0,144.0,191.0
"Foodgrains, Oil & Masala",Gold Winner,4.2,141,74.0,122.5,196.5
"Foodgrains, Oil & Masala",Badshah,4.025,891,161.0,36.0,197.0
"Foodgrains, Oil & Masala",Madhur,4.25,104,51.0,146.0,197.0
"Foodgrains, Oil & Masala",Future Organics,4.15,197,99.5,98.0,197.5
"Foodgrains, Oil & Masala",MeraKisan,3.85,2685,190.0,8.0,198.0
"Foodgrains, Oil & Masala",Tree Grab,4.5,56,14.5,187.5,202.0
"Foodgrains, Oil & Masala",Roopak,4.1,317,127.0,76.0,203.0
"Foodgrains, Oil & Masala",Milky Mist,4.2,129,74.0,130.5,204.5
"Foodgrains, Oil & Masala",Parry's,4.116666666666666,249,116.5,88.0,204.5
"Foodgrains, Oil & Masala",Organic Nation,4.042857142857143,664,156.0,50.0,206.0
"Foodgrains, Oil & Masala",Delicious,4.116666666666666,241,116.5,91.0,207.5
"Foodgrains, Oil & Masala",Trucrose,5.0,40,5.5,202.0,207.5
"Foodgrains, Oil & Masala",Idhayam,4.15,168,99.5,109.0,208.5
"Foodgrains, Oil & Masala",Grocery Farm,4.021428571428571,742,163.0,46.0,209.0
"Foodgrains, Oil & Masala",Merkera,4.1,263,127.0,83.0,210.0
"Foodgrains, Oil & Masala",Skc,5.0,38,5.5,204.5,210.0
"Foodgrains, Oil & Masala",Dhara ,4.119999999999999,210,114.0,97.0,211.0
"Foodgrains, Oil & Masala",Weikfield,4.3,68,38.5,173.0,211.5
"Foodgrains, Oil & Masala",Kapiva Ayurveda,4.5,47,14.5,198.0,212.5
"Foodgrains, Oil & Masala",Udupi Ruchi,4.033333333333333,493,158.5,57.0,215.5
"Foodgrains, Oil & Masala",Ravi,4.057142857142857,363,145.0,71.0,216.0
"Foodgrains, Oil & Masala",Eastern jackfruit365,4.3,62,38.5,178.0,216.5
"Foodgrains, Oil & Masala",Miller,4.3,62,38.5,178.0,216.5
"Foodgrains, Oil & Masala",Lion,4.0285714285714285,452,160.0,60.0,220.0
"Foodgrains, Oil & Masala",Allegro,4.15,142,99.5,121.0,220.5
"Foodgrains, Oil & Masala",Ogara,5.0,28,5.5,215.5,221.0
"Foodgrains, Oil & Masala",Merit Vco,4.7,33,12.0,209.5,221.5
"Foodgrains, Oil & Masala",Chings,4.133333333333333,166,111.0,111.5,222.5
"Foodgrains, Oil & Masala",Tropics,4.3,57,38.5,184.0,222.5
"Foodgrains, Oil & Masala",DIVING DUCK,5.0,25,5.5,218.0,223.5
"Foodgrains, Oil & Masala",Elite,4.083333333333333,259,138.0,85.5,223.5
"Foodgrains, Oil & Masala",Nutriorg,3.9000000000000004,788,183.0,42.0,225.0
"Foodgrains, Oil & Masala",Freedom,4.1,195,127.0,99.0,226.0
"Foodgrains, Oil & Masala",Sri Sri Tattva,4.2,93,74.0,153.5,227.5
"Foodgrains, Oil & Masala",Conscious Food,3.838461538461538,820,192.0,39.0,231.0
"Foodgrains, Oil & Masala",Fedora,4.3,52,38.5,193.0,231.5
"Foodgrains, Oil & Masala",Annai,5.0,12,5.5,226.5,232.0
"Foodgrains, Oil & Masala",BB Royal Organic,4.05,274,152.0,80.0,232.0
"Foodgrains, Oil & Masala",Mr. Gold,4.1499999999999995,131,104.0,129.0,233.0
"Foodgrains, Oil & Masala",Eagle,4.3,51,38.5,195.5,234.0
"Foodgrains, Oil & Masala",A.D.J Classic Choice,4.15,124,99.5,135.5,235.0
"Foodgrains, Oil & Masala",Sunpure ,4.166666666666667,107,90.5,145.0,235.5
"Foodgrains, Oil & Masala",Live Yum,4.5,21,14.5,222.0,236.5
"Foodgrains, Oil & Masala",Coco Soul,4.133333333333334,135,110.0,127.0,237.0
"Foodgrains, Oil & Masala",Til Sona,4.2,78,74.0,163.0,237.0
"Foodgrains, Oil & Masala",Arya Organic,3.71875,931,203.0,35.0,238.0
"Foodgrains, Oil & Masala",Dezire,4.2,76,74.0,165.5,239.5
"Foodgrains, Oil & Masala",Chandan,3.816666666666667,734,193.0,47.0,240.0
"Foodgrains, Oil & Masala",Eco Fresh,3.9125,477,182.0,58.0,240.0
"Foodgrains, Oil & Masala",Orino,5.0,0,5.5,235.0,240.5
"Foodgrains, Oil & Masala",Sugar Watchers,4.016666666666667,313,164.0,77.0,241.0
"Foodgrains, Oil & Masala",RKG AGMARK GHEE,4.2,75,74.0,167.5,241.5
"Foodgrains, Oil & Masala",Nutty Yogi,4.1375,125,108.0,134.0,242.0
"Foodgrains, Oil & Masala",RAS CHEKKU OIL,4.066666666666666,192,143.0,100.5,243.5
"Foodgrains, Oil & Masala",SSK,4.4,22,23.0,220.5,243.5
"Foodgrains, Oil & Masala",Gowardhan,4.075,177,140.5,105.0,245.5
"Foodgrains, Oil & Masala",Max Health ,4.3,34,38.5,208.0,246.5
"Foodgrains, Oil & Masala",FabBox,3.566666666666667,826,210.0,38.0,248.0
"Foodgrains, Oil & Masala",Ajinomoto,4.300000000000001,24,30.5,219.0,249.5
"Foodgrains, Oil & Masala",Wipro,4.033333333333333,236,158.5,92.0,250.5
"Foodgrains, Oil & Masala",Tasty Tales,3.883333333333333,428,188.0,63.0,251.0
"Foodgrains, Oil & Masala",Kitchen Treasures,4.2,62,74.0,178.0,252.0
"Foodgrains, Oil & Masala",Zevic,4.3,28,38.5,215.5,254.0
"Foodgrains, Oil & Masala",LG,4.2,60,74.0,181.0,255.0
"Foodgrains, Oil & Masala",Kpl,4.2,57,74.0,184.0,258.0
"Foodgrains, Oil & Masala",Iyengar Spices & Food Specialists ,3.6,625,208.0,51.0,259.0
"Foodgrains, Oil & Masala",Jawai,3.8666666666666667,375,189.0,70.0,259.0
"Foodgrains, Oil & Masala",Just A Minute,3.0,1024,228.0,31.0,259.0
"Foodgrains, Oil & Masala",Slurrp Farm,3.8875,340,187.0,75.0,262.0
"Foodgrains, Oil & Masala",Falcon,3.65,415,206.0,66.0,272.0
"Foodgrains, Oil & Masala",Kpl Shudhi,4.2,46,74.0,199.0,273.0
"Foodgrains, Oil & Masala",BONGO BHOG,4.2,43,74.0,200.0,274.0
"Foodgrains, Oil & Masala",Cardia,4.15,67,99.5,175.0,274.5
"Foodgrains, Oil & Masala",Soulfit,3.766666666666667,355,202.0,74.0,276.0
"Foodgrains, Oil & Masala",Salonik,3.78,299,201.0,78.0,279.0
"Foodgrains, Oil & Masala",G.D ,4.2,37,74.0,206.0,280.0
"Foodgrains, Oil & Masala",Delight Foods,3.95,192,180.0,100.5,280.5
"Foodgrains, Oil & Masala",NUTRIWISH,3.8,260,197.0,84.0,281.0
"Foodgrains, Oil & Masala",Nutraj,3.025,509,225.0,56.0,281.0
"Foodgrains, Oil & Masala",SriRudra,4.1,89,127.0,156.0,283.0
"Foodgrains, Oil & Masala",Heritage,4.1,82,127.0,159.0,286.0
"Foodgrains, Oil & Masala",Isvaari,3.3000000000000003,392,217.0,69.0,286.0
"Foodgrains, Oil & Masala",Leonardo,4.15,56,99.5,187.5,287.0
"Foodgrains, Oil & Masala",Pillsbury,4.05,120,152.0,138.0,290.0
"Foodgrains, Oil & Masala",Dizzle,4.2,26,74.0,217.0,291.0
"Foodgrains, Oil & Masala",18 Herbs,3.8,221,197.0,95.0,292.0
"Foodgrains, Oil & Masala",NaturoBell,4.05,116,152.0,140.0,292.0
"Foodgrains, Oil & Masala",Orkay,3.9333333333333336,166,181.0,111.5,292.5
"Foodgrains, Oil & Masala",Easy life,3.0,414,228.0,67.0,295.0
"Foodgrains, Oil & Masala",Nandini,4.1,71,127.0,170.0,297.0
"Foodgrains, Oil & Masala",GoodDiet,4.05,100,152.0,147.0,299.0
"Foodgrains, Oil & Masala",Rampura,3.6833333333333336,213,204.0,96.0,300.0
"Foodgrains, Oil & Masala",Samvruddhi,3.0,298,228.0,79.0,307.0
"Foodgrains, Oil & Masala",Akshayakalpa,4.2,2,74.0,234.0,308.0
"Foodgrains, Oil & Masala",True Elements,3.84,155,191.0,117.0,308.0
"Foodgrains, Oil & Masala",Spice Liquid,3.0,273,228.0,81.0,309.0
"Foodgrains, Oil & Masala",The Earth Reserve,4.1,59,127.0,182.0,309.0
"Foodgrains, Oil & Masala",Kesari,3.6,185,208.0,102.0,310.0
"Foodgrains, Oil & Masala",Satvik Organic,4.1,57,127.0,184.0,311.0
"Foodgrains, Oil & Masala",Mathura,4.1,56,127.0,187.5,314.5
"Foodgrains, Oil & Masala",PRO ORGANIC LIFE,4.0,113,174.0,143.0,317.0
"Foodgrains, Oil & Masala",Orysa,4.1,54,127.0,191.5,318.5
"Foodgrains, Oil & Masala",Anandam,4.05,72,152.0,169.0,321.0
"Foodgrains, Oil & Masala",Fresho Organic,3.0,227,228.0,94.0,322.0
"Foodgrains, Oil & Masala",Akar,4.1,51,127.0,195.5,322.5
"Foodgrains, Oil & Masala",Tez,4.1,51,127.0,195.5,322.5
"Foodgrains, Oil & Masala",Farmers Family,3.4,167,214.5,110.0,324.5
"Foodgrains, Oil & Masala",Ammi Samayal,3.4166666666666665,165,212.0,113.0,325.0
"Foodgrains, Oil & Masala",LAXMI NARAYAN,4.0,90,174.0,155.0,329.0
"Foodgrains, Oil & Masala",Jivo,3.8,126,197.0,132.5,329.5
"Foodgrains, Oil & Masala",Arogya Dhan,4.0,86,174.0,157.0,331.0
"Foodgrains, Oil & Masala",Organic Origins,3.2399999999999998,164,222.0,114.0,336.0
"Foodgrains, Oil & Masala",Urban Platter,3.9,95,185.0,151.0,336.0
"Foodgrains, Oil & Masala",Annapurna,4.1,30,127.0,211.5,338.5
"Foodgrains, Oil & Masala",OLIVANA,4.1,30,127.0,211.5,338.5
"Foodgrains, Oil & Masala",R.K,2.0,171,233.0,106.0,339.0
"Foodgrains, Oil & Masala",mother dairy,4.1,29,127.0,213.5,340.5
"Foodgrains, Oil & Masala",ORGANIC INDIA,4.0,70,174.0,171.0,345.0
"Foodgrains, Oil & Masala",Malabar Coast,3.2999999999999994,139,221.0,125.0,346.0
"Foodgrains, Oil & Masala",Swarnanjali ,3.6500000000000004,115,205.0,141.5,346.5
"Foodgrains, Oil & Masala",Harin,4.0,68,174.0,173.0,347.0
"Foodgrains, Oil & Masala",Vivatta,4.1,19,127.0,223.0,350.0
"Foodgrains, Oil & Masala",Fresho,4.1,12,127.0,226.5,353.5
"Foodgrains, Oil & Masala",AMAJAIN,3.8,81,197.0,160.5,357.5
"Foodgrains, Oil & Masala",Sugarlite,4.1,5,127.0,231.5,358.5
"Foodgrains, Oil & Masala",Forgreen,4.05,36,152.0,207.0,359.0
"Foodgrains, Oil & Masala",Flyberry,3.45,96,211.0,150.0,361.0
"Foodgrains, Oil & Masala",Tech Organea,4.0,55,174.0,190.0,364.0
"Foodgrains, Oil & Masala",Blv Fine Blend,4.0,51,174.0,195.5,369.5
"Foodgrains, Oil & Masala",Saravanas,3.8,63,197.0,176.0,373.0
"Foodgrains, Oil & Masala",Nature Fresh,4.0,40,174.0,202.0,376.0
"Foodgrains, Oil & Masala",Ketofy,3.3,77,219.0,164.0,383.0
"Foodgrains, Oil & Masala",Isvaryam,3.2,80,223.0,162.0,385.0
"Foodgrains, Oil & Masala",Bechef,3.3,75,219.0,167.5,386.5
"Foodgrains, Oil & Masala",Palmpure,4.0,29,174.0,213.5,387.5
"Foodgrains, Oil & Masala",Go Desi,3.4,61,214.5,180.0,394.5
"Foodgrains, Oil & Masala",Nonandrai Bholanath,3.6,56,208.0,187.5,395.5
"Foodgrains, Oil & Masala",Ved A2,3.8,38,197.0,204.5,401.5
"Foodgrains, Oil & Masala",Natural Tattva ,3.9,15,185.0,224.0,409.0
"Foodgrains, Oil & Masala",Elina,3.3,54,219.0,191.5,410.5
"Foodgrains, Oil & Masala",Nature's Pick ,3.8,22,197.0,220.5,417.5
"Foodgrains, Oil & Masala",Popular Essentials,3.9,3,185.0,233.0,418.0
"Foodgrains, Oil & Masala",Tiger,1.0,40,235.0,202.0,437.0
"Foodgrains, Oil & Masala",Pass Pass,2.5,33,231.0,209.5,440.5
"Foodgrains, Oil & Masala",Nature's Treat,3.4,7,214.5,228.5,443.0
"Foodgrains, Oil & Masala",Sampriti,3.4,6,214.5,230.0,444.5
"Foodgrains, Oil & Masala",Bemisal,3.1,7,224.0,228.5,452.5
"Foodgrains, Oil & Masala",Killi,2.0,14,233.0,225.0,458.0
